Date,Region,Product,Category,Units_Sold,Unit_Price_USD,Revenue_USD,Discount_Pct,Profit_USD,Customer_Rating
2024-05-28,North America,Enterprise ERP,Services,8,1147.2,9177.6,10.0,3231.66,1.0
2024-05-28,Middle East,Enterprise ERP,Software,36,205.25,7389.0,10.0,2682.23,2.0
2024-05-29,Europe,AI CoPilot,Software,38,606.32,23040.16,10.0,7125.33,4.0
2024-05-29,Asia Pacific,Security Suite,Services,40,360.4,14416.0,20.0,6957.58,4.0
2024-05-30,Asia Pacific,Security Suite,Subscription,20,670.82,13416.4,15.0,1802.18,5.0
2024-05-30,Asia Pacific,Enterprise ERP,Software,35,236.32,8271.2,0.0,4475.43,3.0
2024-05-31,Europe,Cloud Analytics,Software,48,1017.76,48852.48,20.0,8292.86,4.0
2024-05-31,Europe,Data Connector,Software,25,1023.37,25584.25,,14039.96,3.0
2024-06-01,North America,Data Connector,Subscription,35,1148.52,40198.2,5.0,17488.55,2.0
2024-06-01,North America,Cloud Analytics,Software,25,227.87,5696.75,5.0,3093.66,4.0
2024-06-02,Europe,Enterprise ERP,Services,29,766.83,22238.07,5.0,4198.98,3.0
2024-06-02,North America,Data Connector,Software,18,595.37,10716.66,5.0,4372.57,3.0
2024-06-03,Europe,Security Suite,Software,46,446.04,20517.84,20.0,6574.64,4.0
2024-06-03,North America,Cloud Analytics,Software,18,454.27,8176.86,15.0,3496.69,3.0
2024-06-04,Asia Pacific,AI CoPilot,Subscription,2,524.71,1049.42,10.0,393.98,2.0
2024-06-04,Latin America,Enterprise ERP,Software,35,860.66,30123.1,0.0,12662.77,2.0
2024-06-05,Middle East,Cloud Analytics,Subscription,16,738.03,11808.48,20.0,3446.17,3.0
2024-06-05,Europe,Data Connector,Services,41,578.63,23723.83,20.0,5777.55,2.0
2024-06-06,Asia Pacific,Enterprise ERP,Services,36,137.32,4943.52,15.0,1643.53,4.0
2024-06-06,Latin America,Security Suite,Subscription,33,139.43,4601.19,0.0,962.78,3.0
2024-06-07,Europe,Enterprise ERP,Services,4,52.69,210.76,0.0,132.94,3.0
2024-06-07,North America,Enterprise ERP,Subscription,33,1162.85,38374.05,0.0,19463.52,4.0
2024-06-08,Middle East,Security Suite,Subscription,14,56.04,784.56,0.0,491.32,4.0
2024-06-08,Europe,Security Suite,Software,21,168.56,3539.76,5.0,885.63,5.0
2024-06-09,Europe,Enterprise ERP,Software,48,411.79,19765.92,20.0,9324.3,5.0
2024-06-09,North America,Security Suite,Software,20,978.54,19570.8,5.0,10307.46,5.0
2024-06-10,North America,Cloud Analytics,Software,8,1156.41,9251.28,0.0,4519.96,4.0
2024-06-10,Latin America,Security Suite,Software,7,958.52,6709.64,0.0,3103.31,4.0
2024-06-11,Asia Pacific,Security Suite,Services,3,844.14,2532.42,0.0,780.68,4.0
2024-06-11,North America,Enterprise ERP,Software,17,649.5,11041.5,0.0,6163.42,3.0
2024-06-12,North America,Cloud Analytics,Software,33,149.71,4940.43,0.0,1979.92,3.0
2024-06-12,Europe,AI CoPilot,Subscription,48,1151.9,55291.2,0.0,10253.52,3.0
2024-06-13,Europe,AI CoPilot,Software,12,922.15,11065.8,15.0,2882.27,5.0
2024-06-13,North America,Data Connector,Software,22,784.79,17265.38,25.0,7997.95,4.0
2024-06-14,Latin America,Security Suite,Software,22,922.89,20303.58,5.0,11097.39,5.0
2024-06-14,North America,Security Suite,Software,46,882.72,40605.12,5.0,24724.67,4.0
2024-06-15,Europe,Cloud Analytics,Software,30,782.82,23484.6,15.0,9262.26,
2024-06-15,Asia Pacific,AI CoPilot,Subscription,38,1177.66,44751.08,0.0,12250.83,2.0
2024-06-16,North America,Data Connector,Subscription,38,1088.87,41377.06,0.0,9574.96,3.0
2024-06-16,Latin America,Cloud Analytics,Software,45,793.66,35714.7,20.0,6956.0,5.0
2024-06-17,Asia Pacific,Security Suite,Software,8,847.15,6777.2,0.0,1083.66,4.0
2024-06-17,Asia Pacific,AI CoPilot,Software,27,109.34,2952.18,10.0,917.56,4.0
2024-06-18,North America,Data Connector,Subscription,27,820.41,22151.07,10.0,4898.54,5.0
2024-06-18,North America,Enterprise ERP,Software,34,100.79,3426.86,5.0,1158.4,3.0
2024-06-19,North America,AI CoPilot,Software,21,726.5,15256.5,5.0,8949.8,5.0
2024-06-19,Europe,Data Connector,Subscription,30,1199.26,35977.8,15.0,11170.37,4.0
2024-06-20,Asia Pacific,Cloud Analytics,Software,33,689.18,22742.94,0.0,13395.42,4.0
2024-06-20,Latin America,Enterprise ERP,Software,28,594.19,16637.32,0.0,7532.59,4.0
2024-06-21,Asia Pacific,Data Connector,Software,47,409.78,19259.66,15.0,4478.47,2.0
2024-06-21,Middle East,Data Connector,Services,33,188.6,6223.8,10.0,1836.86,2.0
2024-06-22,Asia Pacific,Security Suite,Services,5,890.68,4453.4,0.0,854.87,4.0
2024-06-22,North America,AI CoPilot,Subscription,48,271.49,13031.52,20.0,3301.99,5.0
2024-06-23,North America,Security Suite,Software,19,182.57,3468.83,5.0,1610.69,5.0
2024-06-23,Asia Pacific,Enterprise ERP,Subscription,4,535.03,2140.12,15.0,338.45,3.0
2024-06-24,North America,Data Connector,Services,35,964.64,33762.4,15.0,7252.01,4.0
2024-06-24,North America,Security Suite,Services,49,906.82,44434.18,10.0,13625.67,2.0
2024-06-25,Europe,AI CoPilot,Software,17,113.12,1923.04,5.0,1171.08,1.0
2024-06-25,Latin America,Enterprise ERP,Subscription,44,573.42,25230.48,25.0,10264.34,4.0
2024-06-26,North America,Cloud Analytics,Software,28,650.8,18222.4,0.0,9416.3,4.0
2024-06-26,Asia Pacific,Security Suite,Software,30,791.23,23736.9,15.0,4198.61,2.0
2024-06-27,Latin America,Enterprise ERP,Subscription,29,797.69,23133.01,0.0,12503.34,1.0
2024-06-27,Europe,Cloud Analytics,Software,46,469.4,21592.4,5.0,11130.94,5.0
2024-06-28,North America,Security Suite,Services,6,694.78,4168.68,5.0,1784.29,1.0
2024-06-28,North America,Enterprise ERP,Software,35,603.22,21112.7,20.0,10897.21,4.0
2024-06-29,Asia Pacific,Enterprise ERP,Subscription,41,1067.75,43777.75,25.0,10264.58,4.0
2024-06-29,Asia Pacific,Security Suite,Services,37,659.8,24412.6,0.0,15151.34,2.0
2024-06-30,Latin America,Enterprise ERP,Services,24,557.19,13372.56,0.0,8122.03,3.0
2024-06-30,Europe,Data Connector,Software,29,515.16,14939.64,15.0,1977.7,4.0
2024-07-01,North America,Security Suite,Software,49,708.29,34706.21,5.0,12366.01,5.0
2024-07-01,North America,Enterprise ERP,Subscription,46,974.57,44830.22,0.0,28626.43,4.0
2024-07-02,Asia Pacific,Cloud Analytics,Software,31,669.16,20743.96,10.0,3763.05,4.0
2024-07-02,North America,Cloud Analytics,Services,35,810.9,28381.5,10.0,10827.63,5.0
2024-07-03,North America,Data Connector,Services,33,898.53,29651.49,25.0,14221.12,5.0
2024-07-03,Europe,Security Suite,Software,21,648.19,13611.99,0.0,5822.5,4.0
2024-07-04,North America,Enterprise ERP,Software,32,540.84,17306.88,5.0,4026.66,4.0
2024-07-04,North America,Enterprise ERP,Software,23,1058.17,24337.91,10.0,9661.72,4.0
2024-07-05,Europe,Cloud Analytics,Services,33,530.13,17494.29,15.0,3750.55,4.0
2024-07-05,North America,Data Connector,Software,3,581.23,1743.69,10.0,643.19,4.0
2024-07-06,North America,Cloud Analytics,Software,18,1188.89,21400.02,10.0,3602.03,4.0
2024-07-06,Asia Pacific,Cloud Analytics,Software,25,50.27,1256.75,0.0,568.98,1.0
2024-07-07,Latin America,Data Connector,Subscription,42,263.29,11058.18,15.0,3838.69,4.0
2024-07-07,North America,Security Suite,Software,31,491.56,15238.36,5.0,7528.92,3.0
2024-07-08,Asia Pacific,Enterprise ERP,Software,3,1122.48,3367.44,0.0,1567.04,2.0
2024-07-08,Europe,Security Suite,Services,40,130.53,5221.2,10.0,1996.18,2.0
2024-07-09,Europe,AI CoPilot,Services,46,60.91,2801.86,0.0,1386.61,4.0
2024-07-09,Latin America,AI CoPilot,Subscription,24,110.59,2654.16,0.0,589.15,4.0
2024-07-10,Asia Pacific,AI CoPilot,Software,32,151.82,4858.24,20.0,1739.95,3.0
2024-07-10,Latin America,Data Connector,Software,47,93.24,4382.28,5.0,982.74,4.0
2024-07-11,North America,Cloud Analytics,Subscription,22,601.75,13238.5,15.0,6895.23,4.0
2024-07-11,North America,Security Suite,Software,23,717.87,16511.01,0.0,3040.78,3.0
2024-07-12,Latin America,Enterprise ERP,Services,2,362.44,724.88,15.0,225.01,4.0
2024-07-12,Europe,AI CoPilot,Subscription,27,508.03,13716.81,0.0,6829.58,5.0
2024-07-13,North America,Security Suite,Software,42,155.45,6528.9,5.0,2350.8,5.0
2024-07-13,Asia Pacific,AI CoPilot,Services,2,436.83,873.66,25.0,128.46,4.0
2024-07-14,Latin America,AI CoPilot,Services,26,650.9,16923.4,15.0,6137.88,4.0
2024-07-14,Latin America,Enterprise ERP,Software,17,892.11,15165.87,5.0,6783.32,2.0
2024-07-15,North America,Data Connector,Subscription,40,53.85,2154.0,5.0,1027.03,3.0
2024-07-15,Latin America,Cloud Analytics,Software,33,587.41,19384.53,20.0,5220.33,2.0
2024-07-16,North America,Data Connector,Software,9,391.55,3523.95,10.0,1369.57,5.0
2024-07-16,North America,Security Suite,Software,43,1030.75,44322.25,15.0,14140.65,3.0
2024-07-17,Asia Pacific,Data Connector,Subscription,48,872.89,41898.72,15.0,17309.36,3.0
2024-07-17,North America,Security Suite,Services,39,727.47,28371.33,,12533.84,5.0
2024-07-18,North America,Security Suite,Subscription,29,368.86,10696.94,,4416.53,5.0
2024-07-18,Asia Pacific,Cloud Analytics,Software,42,1096.89,46069.38,10.0,11392.31,5.0
2024-07-19,North America,Enterprise ERP,Subscription,26,101.87,2648.62,0.0,399.97,1.0
2024-07-19,North America,Cloud Analytics,Software,35,175.89,6156.15,0.0,1459.26,1.0
2024-07-20,North America,Data Connector,Services,25,500.37,12509.25,20.0,2086.87,4.0
2024-07-20,Europe,Security Suite,Software,24,193.1,4634.4,10.0,1562.2,3.0
2024-07-21,Europe,AI CoPilot,Software,13,1149.88,14948.44,15.0,5795.66,1.0
2024-07-21,Asia Pacific,AI CoPilot,Software,7,967.69,6773.83,10.0,1564.0,4.0
2024-07-22,Asia Pacific,Security Suite,Subscription,36,347.83,12521.88,10.0,6981.9,5.0
2024-07-22,Europe,Cloud Analytics,Software,45,726.84,32707.8,0.0,5015.45,4.0
2024-07-23,Latin America,Enterprise ERP,Subscription,20,1179.68,23593.6,5.0,12017.23,4.0
2024-07-23,North America,Cloud Analytics,Software,1,1066.83,1066.83,0.0,493.52,4.0
2024-07-24,North America,Security Suite,Software,8,740.92,5927.36,5.0,1896.39,3.0
2024-07-24,Latin America,Security Suite,Software,46,1089.28,50106.88,15.0,7463.81,4.0
2024-07-25,Europe,Enterprise ERP,Services,16,1187.56,19000.96,5.0,8370.99,3.0
2024-07-25,Middle East,Data Connector,Services,14,904.86,12668.04,5.0,4125.56,2.0
2024-07-26,Europe,Data Connector,Software,12,124.73,1496.76,5.0,878.94,5.0
2024-07-26,Asia Pacific,Enterprise ERP,Software,23,511.82,11771.86,0.0,4955.89,2.0
2024-07-27,Europe,Data Connector,Software,15,1013.5,15202.5,5.0,8951.76,5.0
2024-07-27,Europe,AI CoPilot,Subscription,28,315.15,8824.2,0.0,2296.43,3.0
2024-07-28,Europe,Data Connector,Software,34,1005.24,34178.16,0.0,17528.71,4.0
2024-07-28,Asia Pacific,Data Connector,Services,2,188.39,376.78,0.0,172.8,4.0
2024-07-29,Europe,Data Connector,Services,32,103.99,3327.68,5.0,1642.94,2.0
2024-07-29,Middle East,AI CoPilot,Software,23,491.7,11309.1,15.0,2473.68,1.0
2024-07-30,North America,Data Connector,Software,22,92.24,2029.28,0.0,979.12,4.0
2024-07-30,North America,AI CoPilot,Services,25,1150.86,28771.5,5.0,10906.39,5.0
2024-07-31,Europe,Enterprise ERP,Subscription,22,1000.14,22003.08,10.0,10325.41,5.0
2024-07-31,Asia Pacific,Cloud Analytics,Software,22,970.89,21359.58,0.0,6696.71,4.0
2024-08-01,Latin America,Enterprise ERP,Software,49,774.24,37937.76,20.0,18059.24,5.0
2024-08-01,North America,Cloud Analytics,Software,42,298.77,12548.34,10.0,2170.05,4.0
2024-08-02,Asia Pacific,Enterprise ERP,Software,6,646.0,3876.0,5.0,2038.45,5.0
2024-08-02,Europe,Cloud Analytics,Software,15,736.87,11053.05,10.0,5776.26,4.0
2024-08-03,Asia Pacific,Cloud Analytics,Software,43,653.79,28112.97,0.0,15704.64,4.0
2024-08-03,Latin America,Security Suite,Subscription,37,349.27,12922.99,10.0,4726.28,5.0
2024-08-04,North America,Cloud Analytics,Software,33,642.54,21203.82,5.0,7436.88,4.0
2024-08-04,Europe,Cloud Analytics,Software,8,614.86,4918.88,20.0,2550.46,5.0
2024-08-05,Middle East,Security Suite,Software,44,1195.79,52614.76,0.0,13921.13,4.0
2024-08-05,Latin America,Data Connector,Subscription,44,1082.05,47610.2,10.0,18143.97,3.0
2024-08-06,Europe,Data Connector,Services,5,582.89,2914.45,10.0,1273.04,1.0
2024-08-06,Europe,Security Suite,Software,39,766.38,29888.82,0.0,14957.38,4.0
2024-08-07,North America,AI CoPilot,Software,4,910.05,3640.2,5.0,871.51,4.0
2024-08-07,Europe,Cloud Analytics,Services,6,90.09,540.54,15.0,219.16,5.0
2024-08-08,Latin America,Cloud Analytics,Software,45,1079.16,48562.2,15.0,23081.96,2.0
2024-08-08,Asia Pacific,Security Suite,Software,32,1039.15,33252.8,5.0,5528.57,5.0
2024-08-09,North America,Security Suite,Software,30,576.05,17281.5,15.0,8898.18,5.0
2024-08-09,North America,AI CoPilot,Software,47,499.85,23492.95,25.0,2902.88,3.0
2024-08-10,North America,Data Connector,Software,35,363.9,12736.5,20.0,3341.91,5.0
2024-08-10,North America,Enterprise ERP,Services,40,598.18,23927.2,0.0,3778.26,5.0
2024-08-11,North America,Data Connector,Subscription,16,101.03,1616.48,15.0,259.1,5.0
2024-08-11,Europe,Cloud Analytics,Software,13,1030.02,13390.26,5.0,7703.48,5.0
2024-08-12,North America,Security Suite,Services,42,90.74,3811.08,25.0,935.9,5.0
2024-08-12,North America,AI CoPilot,Software,30,428.41,12852.3,5.0,4424.62,4.0
2024-08-13,Europe,Data Connector,Software,19,1121.33,21305.27,0.0,5489.78,4.0
2024-08-13,North America,AI CoPilot,Subscription,17,895.49,15223.33,15.0,5804.13,5.0
2024-08-14,North America,Data Connector,Subscription,19,373.6,7098.4,5.0,3017.04,4.0
2024-08-14,North America,Cloud Analytics,Software,28,340.55,9535.4,25.0,2403.64,4.0
2024-08-15,North America,Enterprise ERP,Software,26,55.84,1451.84,25.0,344.65,3.0
2024-08-15,Europe,AI CoPilot,Subscription,37,850.07,31452.59,10.0,16771.59,5.0
2024-08-16,North America,AI CoPilot,Subscription,26,106.1,2758.6,0.0,942.45,2.0
2024-08-16,Asia Pacific,Enterprise ERP,Subscription,23,662.49,15237.27,10.0,5440.85,5.0
2024-08-17,Latin America,AI CoPilot,Software,9,1156.44,10407.96,0.0,3035.51,4.0
2024-08-17,Asia Pacific,AI CoPilot,Software,12,175.89,2110.68,0.0,1146.91,2.0
2024-08-18,Europe,Data Connector,Software,1,1078.65,1078.65,15.0,319.73,4.0
2024-08-18,Latin America,Data Connector,Software,1,1190.2,1190.2,0.0,484.18,1.0
2024-08-19,Asia Pacific,Enterprise ERP,Services,47,120.74,5674.78,5.0,1491.59,4.0
2024-08-19,North America,Cloud Analytics,Software,34,1065.34,36221.56,25.0,17490.39,5.0
2024-08-20,Europe,AI CoPilot,Software,32,643.49,20591.68,5.0,5785.45,5.0
2024-08-20,Latin America,Cloud Analytics,Subscription,48,1092.49,52439.52,0.0,28074.61,2.0
2024-08-21,North America,Enterprise ERP,Software,25,707.02,17675.5,20.0,5143.54,2.0
2024-08-21,North America,Enterprise ERP,Software,40,811.43,32457.2,0.0,8215.2,5.0
2024-08-22,Asia Pacific,Data Connector,Subscription,45,675.35,30390.75,15.0,14204.04,5.0
2024-08-22,Latin America,AI CoPilot,Services,1,1044.17,1044.17,25.0,248.1,4.0
2024-08-23,North America,Security Suite,Subscription,16,894.0,14304.0,20.0,6666.77,4.0
2024-08-23,Europe,Enterprise ERP,Software,39,649.45,25328.55,10.0,13851.32,4.0
2024-08-24,North America,AI CoPilot,Subscription,5,1048.38,5241.9,5.0,2887.85,5.0
2024-08-24,Asia Pacific,Cloud Analytics,Subscription,22,332.08,7305.76,0.0,1223.74,4.0
2024-08-25,North America,Data Connector,Software,29,230.94,6697.26,15.0,3095.03,3.0
2024-08-25,North America,Cloud Analytics,Software,3,234.46,703.38,20.0,200.14,3.0
2024-08-26,Latin America,Enterprise ERP,Services,12,434.11,5209.32,,2751.43,5.0
2024-08-26,Europe,Enterprise ERP,Software,26,324.49,8436.74,0.0,3956.64,1.0
2024-08-27,Asia Pacific,Cloud Analytics,Subscription,16,1119.6,17913.6,0.0,10153.81,4.0
2024-08-27,Europe,Enterprise ERP,Software,37,171.71,6353.27,0.0,2539.5,4.0
2024-08-28,North America,AI CoPilot,Software,22,853.84,18784.48,15.0,6666.35,3.0
2024-08-28,Asia Pacific,Enterprise ERP,Software,29,267.6,7760.4,5.0,1638.1,2.0
2024-08-29,North America,Data Connector,Subscription,14,1063.88,14894.32,20.0,6458.1,5.0
2024-08-29,Europe,AI CoPilot,Software,28,1155.51,32354.28,,9892.02,5.0
2024-08-30,North America,Security Suite,Subscription,5,585.29,2926.45,0.0,1170.7,5.0
2024-08-30,Asia Pacific,Enterprise ERP,Subscription,47,1060.93,49863.71,10.0,24348.15,5.0
2024-08-31,Middle East,Enterprise ERP,Subscription,49,55.92,2740.08,5.0,1169.88,4.0
2024-08-31,Middle East,Data Connector,Services,30,992.94,29788.2,10.0,6717.07,5.0
2024-09-01,Europe,Data Connector,Subscription,46,312.92,14394.32,15.0,5446.07,4.0
2024-09-01,North America,Cloud Analytics,Software,5,1095.01,5475.05,15.0,1646.59,4.0
2024-09-02,Europe,Cloud Analytics,Services,12,51.29,615.48,15.0,201.29,5.0
2024-09-02,Latin America,Cloud Analytics,Subscription,16,689.61,11033.76,0.0,1811.25,3.0
2024-09-03,North America,Data Connector,Software,26,920.13,23923.38,0.0,6100.81,4.0
2024-09-03,Middle East,Cloud Analytics,Software,26,347.49,9034.74,15.0,2231.05,4.0
2024-09-04,North America,Cloud Analytics,Subscription,48,272.1,13060.8,0.0,6615.03,3.0
2024-09-04,Middle East,Security Suite,Software,21,146.71,3080.91,5.0,455.85,2.0
2024-09-05,Latin America,Cloud Analytics,Subscription,39,425.4,16590.6,0.0,5879.52,5.0
2024-09-05,Latin America,Enterprise ERP,Software,36,693.82,24977.52,10.0,13757.92,5.0
2024-09-06,North America,Data Connector,Software,33,183.22,6046.26,0.0,1245.17,4.0
2024-09-06,North America,AI CoPilot,Subscription,30,483.2,14496.0,10.0,5325.7,2.0
2024-09-07,Europe,Security Suite,Software,37,60.43,2235.91,25.0,911.01,2.0
2024-09-07,North America,Data Connector,Software,23,991.48,22804.04,0.0,14167.37,5.0
2024-09-08,North America,Data Connector,Subscription,10,197.72,1977.2,0.0,1034.84,4.0
2024-09-08,Europe,Enterprise ERP,Software,5,375.84,1879.2,5.0,910.98,4.0
2024-09-09,Europe,Cloud Analytics,Subscription,36,71.19,2562.84,20.0,1154.8,4.0
2024-09-09,Asia Pacific,Enterprise ERP,Subscription,34,547.08,18600.72,0.0,6939.94,4.0
2024-09-10,Asia Pacific,Cloud Analytics,Subscription,31,1016.14,31500.34,5.0,16546.38,4.0
2024-09-10,North America,Cloud Analytics,Software,10,500.97,5009.7,0.0,771.4,5.0
2024-09-11,Middle East,Data Connector,Software,19,256.42,4871.98,15.0,2535.57,4.0
2024-09-11,North America,Cloud Analytics,Subscription,32,916.75,29336.0,5.0,10357.68,4.0
2024-09-12,Europe,Security Suite,Services,1,957.13,957.13,15.0,347.14,4.0
2024-09-12,Europe,Security Suite,Subscription,5,249.82,1249.1,20.0,277.24,5.0
2024-09-13,Latin America,Security Suite,Subscription,45,936.48,42141.6,0.0,21966.96,4.0
2024-09-13,North America,Data Connector,Software,4,1139.39,4557.56,15.0,729.53,2.0
2024-09-14,Europe,Enterprise ERP,Software,16,241.33,3861.28,0.0,2263.94,4.0
2024-09-14,Asia Pacific,AI CoPilot,Software,24,936.63,22479.12,20.0,10143.63,3.0
2024-09-15,North America,Cloud Analytics,Software,16,864.86,13837.76,10.0,3213.5,5.0
2024-09-15,Asia Pacific,AI CoPilot,Software,2,594.61,1189.22,20.0,527.69,4.0
2024-09-16,Middle East,Enterprise ERP,Services,49,116.61,5713.89,0.0,3103.66,5.0
2024-09-16,Middle East,Enterprise ERP,Software,28,135.9,3805.2,0.0,1773.64,2.0
2024-09-17,North America,Data Connector,Software,32,1030.28,32968.96,5.0,10547.5,5.0
2024-09-17,North America,Security Suite,Software,27,1188.67,32094.09,5.0,8712.32,4.0
2024-09-18,North America,Security Suite,Services,20,827.46,16549.2,0.0,4400.3,
2024-09-18,Europe,Enterprise ERP,Subscription,24,562.85,13508.4,5.0,3969.3,4.0
2024-09-19,North America,Data Connector,Subscription,12,794.71,9536.52,0.0,5738.88,4.0
2024-09-19,North America,Data Connector,Services,35,733.56,25674.6,5.0,4605.49,5.0
2024-09-20,Middle East,Cloud Analytics,Software,33,491.15,16207.95,15.0,7776.09,3.0
2024-09-20,Latin America,Security Suite,Subscription,33,125.47,4140.51,5.0,1276.2,3.0
2024-09-21,North America,Enterprise ERP,Software,43,994.74,42773.82,0.0,17571.47,4.0
2024-09-21,North America,AI CoPilot,Software,37,477.61,17671.57,5.0,9187.11,4.0
2024-09-22,Europe,Security Suite,Subscription,12,991.6,11899.2,0.0,7046.57,3.0
2024-09-22,North America,Cloud Analytics,Subscription,3,340.39,1021.17,25.0,246.91,3.0
2024-09-23,Asia Pacific,Data Connector,Software,1,51.18,51.18,0.0,19.5,3.0
2024-09-23,Asia Pacific,Enterprise ERP,Software,33,232.78,7681.74,15.0,2332.71,5.0
2024-09-24,Latin America,Security Suite,Subscription,40,588.82,23552.8,25.0,2766.73,4.0
2024-09-24,Asia Pacific,AI CoPilot,Software,10,1135.95,11359.5,15.0,2877.09,5.0
2024-09-25,Europe,Cloud Analytics,Software,43,167.52,7203.36,10.0,2460.92,5.0
2024-09-25,Asia Pacific,Cloud Analytics,Software,44,1032.34,45422.96,15.0,13727.49,4.0
2024-09-26,North America,Security Suite,Software,29,656.08,19026.32,25.0,7291.33,2.0
2024-09-26,Europe,AI CoPilot,Subscription,13,999.81,12997.53,10.0,4005.34,1.0
2024-09-27,Europe,Cloud Analytics,Software,12,393.13,4717.56,10.0,1675.77,3.0
2024-09-27,North America,Enterprise ERP,Software,31,1015.94,31494.14,10.0,10340.28,
2024-09-28,North America,Cloud Analytics,Subscription,46,938.75,43182.5,10.0,20221.58,4.0
2024-09-28,North America,AI CoPilot,Services,2,314.56,629.12,10.0,329.24,3.0
2024-09-29,Middle East,Data Connector,Software,35,201.04,7036.4,5.0,2780.41,4.0
2024-09-29,North America,Data Connector,Software,23,1048.26,24109.98,0.0,13133.09,4.0
2024-09-30,North America,Security Suite,Software,17,1157.72,19681.24,0.0,5872.75,4.0
2024-09-30,Europe,AI CoPilot,Subscription,26,86.0,2236.0,0.0,940.65,3.0
2024-10-01,Asia Pacific,Cloud Analytics,Subscription,8,890.96,7127.68,0.0,2299.5,5.0
2024-10-01,North America,Cloud Analytics,Subscription,29,1095.95,31782.55,0.0,11349.56,4.0
2024-10-02,Middle East,Data Connector,Services,26,1035.96,26934.96,10.0,12513.61,3.0
2024-10-02,Latin America,Data Connector,Subscription,10,1159.2,11592.0,0.0,6848.92,5.0
2024-10-03,Europe,Enterprise ERP,Subscription,26,924.11,24026.86,15.0,4304.06,2.0
2024-10-03,Asia Pacific,Data Connector,Software,34,558.64,18993.76,0.0,8876.16,5.0
2024-10-04,North America,Enterprise ERP,Software,41,408.74,16758.34,0.0,7391.63,5.0
2024-10-04,North America,Cloud Analytics,Services,7,418.85,2931.95,15.0,521.38,5.0
2024-10-05,Asia Pacific,Enterprise ERP,Software,4,883.09,3532.36,10.0,813.69,5.0
2024-10-05,North America,Enterprise ERP,Software,45,907.71,40846.95,0.0,12478.79,4.0
2024-10-06,North America,Security Suite,Subscription,11,280.41,3084.51,20.0,576.1,5.0
2024-10-06,Europe,Data Connector,Software,29,1048.34,30401.86,20.0,6612.16,4.0
2024-10-07,North America,Enterprise ERP,Subscription,36,872.16,31397.76,5.0,8465.16,5.0
2024-10-07,Middle East,Cloud Analytics,Subscription,25,697.16,17429.0,5.0,5262.6,5.0
2024-10-08,North America,AI CoPilot,Software,21,592.26,12437.46,25.0,4894.41,5.0
2024-10-08,Asia Pacific,Enterprise ERP,Subscription,36,674.72,24289.92,10.0,9530.4,5.0
2024-10-09,Europe,Data Connector,Software,10,233.13,2331.3,10.0,1349.38,4.0
2024-10-09,Asia Pacific,Security Suite,Software,37,284.26,10517.62,15.0,3194.86,5.0
2024-10-10,North America,Cloud Analytics,Subscription,9,154.84,1393.56,0.0,734.31,4.0
2024-10-10,Europe,Security Suite,Subscription,24,226.71,5441.04,5.0,3027.65,5.0
2024-10-11,Latin America,AI CoPilot,Subscription,35,571.75,20011.25,0.0,9795.29,4.0
2024-10-11,Europe,Enterprise ERP,Software,49,659.91,32335.59,15.0,9782.89,4.0
2024-10-12,Europe,Enterprise ERP,Subscription,35,70.54,2468.9,10.0,1170.55,4.0
2024-10-12,Europe,Data Connector,Software,48,966.32,46383.36,10.0,10512.8,4.0
2024-10-13,Asia Pacific,Enterprise ERP,Services,36,388.29,13978.44,0.0,4386.1,5.0
2024-10-13,Europe,Cloud Analytics,Software,18,1098.61,19774.98,0.0,8371.59,4.0
2024-10-14,Middle East,AI CoPilot,Subscription,49,1162.64,56969.36,5.0,23688.97,4.0
2024-10-14,North America,Security Suite,Software,39,263.28,10267.92,15.0,1405.78,4.0
2024-10-15,Europe,AI CoPilot,Software,32,581.41,18605.12,10.0,10424.47,5.0
2024-10-15,Asia Pacific,Enterprise ERP,Software,24,51.42,1234.08,0.0,614.96,4.0
2024-10-16,Asia Pacific,Security Suite,Services,23,738.08,16975.84,20.0,5403.1,2.0
2024-10-16,Latin America,Data Connector,Subscription,32,748.4,23948.8,0.0,14765.96,3.0
2024-10-17,Middle East,AI CoPilot,Services,37,334.67,12382.79,25.0,3432.02,2.0
2024-10-17,Europe,Security Suite,Software,12,692.17,8306.04,0.0,5317.67,4.0
2024-10-18,North America,Security Suite,Software,49,309.37,15159.13,10.0,5541.09,2.0
2024-10-18,North America,Security Suite,Software,13,234.95,3054.35,0.0,632.69,2.0
2024-10-19,Asia Pacific,Cloud Analytics,Subscription,23,799.25,18382.75,20.0,7829.59,5.0
2024-10-19,Latin America,AI CoPilot,Software,25,424.81,10620.25,5.0,4938.17,5.0
2024-10-20,North America,Security Suite,Services,35,728.8,25508.0,0.0,13684.87,4.0
2024-10-20,North America,AI CoPilot,Services,41,548.23,22477.43,5.0,13361.37,5.0
2024-10-21,North America,Security Suite,Services,30,1182.0,35460.0,0.0,19086.16,1.0
2024-10-21,Latin America,Data Connector,Subscription,17,222.02,3774.34,0.0,1719.85,4.0
2024-10-22,North America,Data Connector,Subscription,49,584.29,28630.21,20.0,13253.6,4.0
2024-10-22,Europe,Data Connector,Subscription,20,832.53,16650.6,5.0,7697.44,4.0
2024-10-23,Europe,Enterprise ERP,Software,48,504.88,24234.24,15.0,7293.31,4.0
2024-10-23,Latin America,Security Suite,Subscription,25,1170.9,29272.5,10.0,15617.72,4.0
