Latitude,Longitude,Median_Income_kUSD,House_Age_Years,Avg_Rooms,Avg_Bedrooms,Block_Population,Distance_City_Km,Ocean_Proximity,Median_House_Value_USD
32.8137,-117.2351,3.3200000000000003,23,6.0,2.1,2294,37.2,NEAR BAY,126522.0
35.8085,-121.8027,7.12,35,8.1,3.0,3839,1.3,INLAND,347612.0
34.5759,-122.2388,6.98,37,7.4,2.7,3284,6.1,<1H OCEAN,331794.0
34.8199,-118.8199,4.65,43,5.5,2.0,2722,43.5,INLAND,146810.0
36.9434,-118.0892,10.22,41,10.4,3.9,5206,24.5,NEAR BAY,465721.0
34.2802,-118.0144,3.72,37,5.2,2.0,2324,36.3,<1H OCEAN,133625.0
37.5095,-118.9041,4.8100000000000005,33,5.4,2.1,2637,12.7,INLAND,189908.0
33.6161,-117.4437,7.23,25,7.7,3.0,3591,9.8,INLAND,317934.0
36.0799,-119.7917,3.92,46,4.7,1.8,2550,1.7,<1H OCEAN,224773.0
36.1277,-117.6568,5.93,37,6.9,2.8,3206,27.4,<1H OCEAN,250901.0
33.9862,-117.3706,4.98,40,5.4,2.2,2875,20.5,INLAND,210168.0
34.3562,-118.0101,7.73,21,7.2,2.6,3772,0.9,NEAR BAY,377537.0
36.9575,-120.8583,3.58,46,6.0,2.3,2197,3.5,INLAND,185199.0
36.5852,-121.4601,2.6,48,4.0,1.5,1814,12.2,<1H OCEAN,129398.0
34.3784,-119.595,3.85,38,6.4,2.5,2202,17.3,NEAR OCEAN,177067.0
35.4232,-120.099,10.3,40,8.7,3.4,5038,2.2,<1H OCEAN,500000.0
33.0146,-117.8479,9.94,34,8.8,3.2,4932,4.2,NEAR BAY,500000.0
33.7646,-121.9698,4.4,19,5.9,2.1,2261,3.2,<1H OCEAN,192172.0
35.1777,-121.134,6.62,27,7.2,2.8,3117,3.7,NEAR OCEAN,323771.0
33.1385,-118.5155,6.89,9,6.6,2.4,3171,38.0,INLAND,244367.0
37.001,-121.9966,3.49,5,5.7,2.1,2226,18.9,<1H OCEAN,129581.0
36.3618,-120.7999,5.029999999999999,5,5.3,2.1,2499,20.0,<1H OCEAN,184967.0
37.5125,-120.4481,6.21,25,7.9,3.1,3191,23.7,<1H OCEAN,256274.0
36.2367,-119.2003,2.43,26,3.9,1.6,1572,6.6,NEAR BAY,112572.0
37.496,-121.6619,7.21,19,6.9,2.7,3688,21.9,NEAR BAY,329913.0
35.528,-117.9388,23.16,30,12.0,4.4,6000,57.5,<1H OCEAN,500000.0
35.7611,-120.128,8.559999999999999,36,9.9,3.5,4138,18.0,<1H OCEAN,361613.0
37.6826,-117.6398,7.58,48,7.8,3.0,3805,8.1,NEAR BAY,370478.0
35.9749,-120.0203,9.5,48,10.4,3.9,4855,18.9,INLAND,434826.0
32.857,-121.0423,8.35,16,9.8,3.6,4052,34.7,<1H OCEAN,337337.0
36.3914,-121.7483,10.19,7,10.1,3.7,4398,2.1,<1H OCEAN,487420.0
37.3179,-122.4802,2.69,18,4.0,1.7,2001,4.6,NEAR BAY,160248.0
36.7575,-119.6796,5.67,21,6.2,2.3,2849,37.8,<1H OCEAN,213438.0
35.6775,-121.9321,4.2,31,5.6,2.1,2045,43.8,INLAND,149645.0
36.1236,-120.4238,2.7199999999999998,1,5.4,2.1,1903,9.9,INLAND,121289.0
37.75,-119.3769,6.38,3,6.1,2.4,3061,7.0,<1H OCEAN,303597.0
33.1624,-121.0389,10.46,31,10.5,3.9,5080,5.0,<1H OCEAN,475155.0
36.1029,-121.5713,5.13,25,6.2,2.4,3136,10.4,INLAND,253890.0
34.1453,-118.394,7.97,53,6.9,2.8,4017,40.9,<1H OCEAN,335775.0
35.9645,-117.482,12.01,8,10.9,4.0,5479,2.4,NEAR BAY,500000.0
35.7989,-121.9677,6.04,1,6.3,2.3,3161,8.2,INLAND,310665.0
33.4826,-121.6754,11.07,7,11.5,4.3,4811,36.4,NEAR BAY,435739.0
33.7544,-117.4119,10.55,7,11.2,4.1,5082,6.4,<1H OCEAN,491677.0
35.8703,-122.2997,7.86,8,6.8,2.5,3442,21.9,NEAR BAY,323922.0
33.354,-117.3185,3.78,19,5.5,2.1,2182,7.4,<1H OCEAN,194950.0
34.0524,-122.4754,2.67,17,4.5,1.6,1522,24.5,<1H OCEAN,134545.0
36.9598,-117.8696,4.84,11,6.3,2.4,2685,59.5,NEAR BAY,147833.0
34.3682,-120.8712,5.51,47,6.5,2.3,2980,7.4,INLAND,276389.0
35.1891,-117.5255,6.04,41,7.6,2.9,3202,28.0,<1H OCEAN,275829.0
37.4998,-120.8202,8.99,49,10.1,3.7,4410,66.9,<1H OCEAN,319773.0
33.8585,-119.0322,4.75,11,4.5,1.6,2269,61.9,<1H OCEAN,135165.0
34.6871,-122.0758,9.11,38,9.2,3.5,4370,8.5,INLAND,434966.0
35.7929,-121.2157,14.2,41,12.0,4.6,6000,10.0,<1H OCEAN,500000.0
36.5522,-118.3995,6.27,50,6.6,2.6,3487,5.4,INLAND,343059.0
37.2984,-119.698,7.49,52,7.6,2.8,3972,5.7,INLAND,391447.0
37.3689,-117.5818,13.77,2,12.0,4.3,5894,10.2,INLAND,500000.0
36.6609,-120.2276,9.67,4,8.7,3.3,4336,3.4,<1H OCEAN,466415.0
33.8645,-117.89,4.82,50,6.4,2.5,2610,18.6,INLAND,210758.0
32.8265,-120.1205,14.77,28,12.0,4.4,6000,11.5,<1H OCEAN,500000.0
34.6572,-117.31,7.41,33,8.6,3.3,3749,34.3,NEAR BAY,308923.0
33.4219,-117.4129,5.07,11,5.6,2.3,2696,25.0,NEAR BAY,233826.0
36.323,-120.7556,3.12,3,4.0,1.5,1812,5.8,NEAR OCEAN,156439.0
36.0718,-117.8046,4.77,40,5.1,2.0,2562,10.6,NEAR BAY,212393.0
32.9243,-118.0077,7.26,5,7.3,2.6,3539,20.8,INLAND,327049.0
36.9666,-121.3834,4.2,52,4.7,1.8,2724,3.2,<1H OCEAN,222631.0
33.9686,-119.1913,4.49,21,5.9,2.3,2794,0.5,<1H OCEAN,224334.0
34.9044,-122.1148,12.3,22,12.0,4.4,5341,28.7,<1H OCEAN,500000.0
36.1065,-118.0654,7.47,54,8.3,2.9,4000,2.2,NEAR BAY,370570.0
34.89,-121.5749,3.33,37,4.6,1.9,2408,33.0,INLAND,155872.0
34.9506,-122.1247,9.3,11,9.8,3.6,4270,36.7,INLAND,390018.0
33.0347,-120.3788,17.439999999999998,44,12.0,4.5,6000,9.3,<1H OCEAN,500000.0
34.7474,-119.4423,2.6799999999999997,22,4.2,1.7,1628,24.7,<1H OCEAN,96227.0
36.6007,-117.9689,7.26,41,7.6,2.8,3970,6.8,NEAR BAY,335316.0
37.3674,-117.3365,6.84,53,8.1,3.1,3456,29.3,<1H OCEAN,316076.0
34.8088,-120.1707,18.28,13,12.0,4.4,6000,26.1,NEAR BAY,500000.0
34.8603,-122.1796,10.84,54,9.0,3.4,5200,1.2,<1H OCEAN,500000.0
36.2834,-118.5297,6.66,52,8.1,3.0,3523,13.1,INLAND,345697.0
37.5081,-119.5046,10.02,3,9.9,3.6,4626,15.3,<1H OCEAN,452433.0
34.062,-120.1262,2.76,13,4.9,1.9,1654,0.0,INLAND,153483.0
34.9447,-120.8609,6.8,28,7.0,2.6,3546,58.6,<1H OCEAN,236595.0
36.7595,-119.8373,4.970000000000001,54,7.3,2.8,2779,7.8,NEAR BAY,236240.0
35.8094,-120.705,7.18,11,7.6,2.7,3647,10.9,<1H OCEAN,337370.0
33.264,-118.4878,2.6399999999999997,11,4.5,1.9,1708,3.3,INLAND,132077.0
35.9014,-119.6174,9.17,21,9.0,3.5,4625,14.2,NEAR BAY,430650.0
33.6524,-117.8527,8.370000000000001,52,8.0,2.9,4286,25.0,INLAND,387238.0
35.3021,-119.6192,11.01,21,9.4,3.6,5203,13.2,<1H OCEAN,500000.0
35.3984,-121.2372,5.5,7,7.0,2.5,2926,23.3,NEAR BAY,227083.0
37.1686,-117.9892,9.34,17,9.8,3.7,4491,19.7,<1H OCEAN,438224.0
35.0587,-119.5467,15.4,48,12.0,4.3,6000,4.1,<1H OCEAN,500000.0
34.1252,-121.4037,5.89,14,5.8,2.3,2663,8.6,<1H OCEAN,267969.0
33.8779,-119.1954,3.53,33,6.0,2.2,2276,2.4,INLAND,208078.0
37.1587,-120.6041,9.07,11,9.3,3.6,4156,0.6,INLAND,454848.0
33.5722,-118.0247,5.65,13,7.1,2.8,2794,1.0,INLAND,276882.0
34.8719,-120.0975,4.109999999999999,1,5.3,1.9,2452,42.8,INLAND,117920.0
33.6546,-118.6499,4.470000000000001,34,4.7,2.0,2503,62.5,INLAND,115464.0
36.6439,-121.9937,3.3200000000000003,9,5.4,2.2,2088,1.5,NEAR OCEAN,149684.0
35.1193,-120.4011,4.12,13,5.7,2.0,2067,6.1,NEAR BAY,230946.0
34.4908,-117.2888,8.08,37,8.3,3.1,4305,1.8,<1H OCEAN,396639.0
34.5416,-118.2152,8.219999999999999,30,8.9,3.4,4083,27.0,NEAR BAY,363273.0
37.0463,-121.6523,4.67,41,6.4,2.5,2721,10.3,<1H OCEAN,239235.0
35.5242,-121.0279,17.81,45,12.0,4.4,6000,14.6,NEAR OCEAN,500000.0
36.3611,-120.752,7.11,37,6.3,2.5,3657,11.6,NEAR BAY,331281.0
37.2749,-119.0531,7.84,47,7.1,2.6,3968,18.6,<1H OCEAN,357589.0
37.2989,-118.4879,8.64,7,9.5,3.5,4375,5.8,<1H OCEAN,414324.0
34.3754,-118.5275,4.79,14,5.3,2.0,2566,2.2,NEAR BAY,211666.0
37.5575,-119.7977,10.29,48,9.4,3.5,4976,0.3,<1H OCEAN,500000.0
32.8269,-118.2027,3.15,6,4.8,2.0,1692,8.9,<1H OCEAN,174802.0
34.6219,-120.1835,3.91,34,4.3,1.8,2132,35.8,NEAR BAY,152197.0
37.2686,-121.8434,4.8100000000000005,16,5.5,2.1,2888,5.5,<1H OCEAN,220484.0
34.1006,-119.5085,7.49,51,8.7,3.3,4257,3.3,<1H OCEAN,389407.0
34.0927,-117.4528,3.63,37,3.7,1.6,2308,39.1,<1H OCEAN,128604.0
34.2434,-118.2971,3.78,36,3.9,1.7,2807,1.7,NEAR BAY,207173.0
35.8228,-119.4329,12.99,46,11.1,4.2,6000,0.8,<1H OCEAN,500000.0
34.9355,-119.0719,12.16,6,11.0,4.1,5643,31.7,NEAR BAY,500000.0
36.4063,-117.568,3.57,8,4.9,2.0,2121,18.1,INLAND,157279.0
37.264,-120.2298,4.609999999999999,24,5.2,2.0,2469,8.2,<1H OCEAN,202741.0
36.1384,-120.7436,6.58,3,8.5,3.1,3198,20.9,INLAND,247044.0
33.7428,-117.3206,8.89,4,9.5,3.6,4170,20.3,INLAND,390976.0
37.4567,-117.9238,5.45,32,6.3,2.5,2739,0.6,INLAND,295825.0
34.0489,-120.7879,5.15,1,7.1,2.7,2627,16.9,<1H OCEAN,214127.0
33.4645,-120.042,11.43,34,10.1,3.7,5640,15.4,<1H OCEAN,500000.0
33.1588,-120.3001,4.8,45,6.5,2.4,2731,49.8,<1H OCEAN,178573.0
35.5733,-121.7098,5.87,9,6.5,2.4,2895,51.0,NEAR BAY,196539.0
33.2802,-117.4236,8.469999999999999,12,8.4,3.3,3786,7.1,NEAR OCEAN,385879.0
33.4078,-120.3571,8.65,10,9.4,3.6,3963,13.4,<1H OCEAN,394709.0
34.2302,-117.8608,8.23,10,8.3,3.2,3810,2.3,NEAR OCEAN,391305.0
34.1364,-121.4964,8.0,50,8.5,3.1,4515,1.0,INLAND,384461.0
35.7816,-119.5963,7.51,44,7.9,2.9,3880,8.5,NEAR BAY,363018.0
36.8654,-122.373,6.04,54,7.1,2.7,3349,17.6,INLAND,289864.0
36.5829,-118.4496,10.28,48,9.8,3.6,5073,12.6,<1H OCEAN,475913.0
34.0387,-119.4212,8.86,23,9.8,3.8,3932,8.4,<1H OCEAN,428966.0
33.9511,-119.1844,5.08,6,4.4,1.8,2120,25.6,<1H OCEAN,212770.0
37.6255,-122.2259,5.93,24,7.3,2.8,2835,23.7,NEAR OCEAN,252034.0
32.742,-121.3815,3.76,24,3.5,1.4,2308,19.7,<1H OCEAN,167745.0
37.1866,-122.106,5.4,21,5.7,2.3,2869,1.2,INLAND,265693.0
33.7186,-120.9688,3.97,42,5.6,2.4,2681,23.9,<1H OCEAN,173265.0
37.5312,-119.1746,10.42,31,8.7,3.3,4673,37.8,<1H OCEAN,433547.0
34.4458,-119.4992,19.77,47,12.0,4.4,6000,0.9,<1H OCEAN,500000.0
34.9458,-119.2556,3.83,41,4.0,1.6,2123,7.7,<1H OCEAN,199401.0
36.3063,-119.589,6.21,30,6.2,2.3,3337,66.8,<1H OCEAN,198985.0
35.6971,-121.0529,5.75,34,5.8,2.2,2864,13.7,<1H OCEAN,308012.0
34.3215,-121.2041,2.54,18,3.0,1.2,1647,10.8,INLAND,130458.0
35.5245,-121.7736,4.890000000000001,12,4.5,1.7,2617,2.9,<1H OCEAN,231036.0
36.4266,-117.9999,15.09,35,12.0,4.4,6000,12.5,NEAR OCEAN,500000.0
32.9159,-119.2327,7.25,7,7.7,2.9,3017,8.7,NEAR BAY,318245.0
32.7571,-121.5115,6.26,41,6.0,2.3,3746,2.0,<1H OCEAN,311111.0
35.0361,-121.5608,3.99,40,4.7,2.0,2396,9.4,NEAR BAY,195408.0
33.3724,-117.8729,9.73,25,9.8,3.7,4320,2.7,NEAR BAY,461929.0
36.0882,-118.5635,5.3,6,5.9,2.3,2832,19.7,NEAR OCEAN,220005.0
33.7917,-119.0052,4.76,1,4.8,2.0,2573,54.5,INLAND,133136.0
34.9075,-120.3436,9.26,46,8.7,3.3,4603,9.5,INLAND,436265.0
33.7081,-121.1115,6.24,16,7.9,3.0,3463,15.0,INLAND,282076.0
35.4973,-117.3089,4.25,48,4.3,1.6,2531,8.5,INLAND,206399.0
33.2919,-118.2746,9.63,4,8.1,3.1,4427,2.2,<1H OCEAN,432508.0
32.8178,-120.9006,7.13,29,7.4,2.8,3744,52.9,INLAND,256559.0
32.9608,-118.0079,9.69,38,8.2,3.0,5058,2.1,<1H OCEAN,477779.0
37.5667,-118.4777,6.39,47,6.4,2.6,3137,1.8,<1H OCEAN,311024.0
33.4257,-120.9255,20.57,28,12.0,4.3,6000,9.2,INLAND,500000.0
36.3132,-120.2393,3.1100000000000003,22,3.5,1.6,2198,16.1,NEAR BAY,139778.0
33.0464,-121.5144,19.35,8,12.0,4.6,6000,6.6,INLAND,500000.0
33.2516,-121.9114,5.09,32,6.3,2.4,2696,3.2,NEAR BAY,270583.0
35.2953,-118.6694,3.1799999999999997,33,3.9,1.7,1925,25.6,INLAND,147617.0
35.0708,-121.0822,7.45,13,7.9,2.9,3667,6.8,<1H OCEAN,352840.0
37.5531,-118.1537,11.4,27,10.4,3.9,5428,3.2,<1H OCEAN,500000.0
37.5187,-117.2233,8.190000000000001,18,8.9,3.3,4028,6.8,NEAR BAY,379775.0
36.676,-122.0939,2.91,18,3.1,1.1,1875,3.6,INLAND,166073.0
35.7707,-119.9929,3.04,13,4.6,1.7,1932,11.0,NEAR BAY,134305.0
35.0203,-118.2491,3.29,22,4.8,1.9,1598,16.6,<1H OCEAN,153610.0
34.5165,-118.3186,4.88,14,7.8,3.0,2538,24.1,<1H OCEAN,212882.0
37.5301,-118.472,3.5,11,3.4,1.3,1733,3.9,<1H OCEAN,176822.0
35.7748,-120.6503,5.91,39,8.9,3.3,3245,2.7,NEAR OCEAN,286115.0
35.6533,-120.0946,2.7199999999999998,50,4.8,1.9,2349,0.3,NEAR BAY,141772.0
33.8827,-119.3467,6.1,53,8.3,3.2,3288,3.9,<1H OCEAN,322334.0
32.9382,-117.3381,7.98,22,9.1,3.4,3770,0.4,<1H OCEAN,385285.0
37.5205,-120.764,11.38,36,10.3,3.8,5242,6.4,<1H OCEAN,500000.0
34.3,-117.6073,7.39,17,8.4,3.2,3482,2.4,NEAR BAY,379232.0
34.9572,-121.0724,12.6,51,11.5,4.2,6000,13.0,INLAND,500000.0
33.2847,-117.2579,7.4,32,7.8,2.8,3937,7.3,NEAR OCEAN,366965.0
36.9683,-118.9476,3.72,14,4.0,1.6,2421,1.5,NEAR BAY,180634.0
32.8409,-120.0434,5.63,42,6.0,2.4,2970,7.7,NEAR BAY,277830.0
36.9534,-119.249,4.77,29,6.5,2.5,2834,3.5,NEAR OCEAN,226561.0
33.4155,-121.0556,6.92,6,7.9,2.9,3498,17.1,NEAR BAY,292450.0
37.2215,-121.0469,2.48,50,4.8,1.8,2322,6.8,<1H OCEAN,150559.0
36.4218,-121.8982,12.03,4,10.5,3.9,5165,2.4,<1H OCEAN,500000.0
33.5398,-121.8955,9.08,11,7.8,3.0,3841,6.5,<1H OCEAN,428753.0
35.5857,-120.6573,6.64,45,8.2,3.0,3550,3.8,INLAND,339048.0
34.2945,-118.4569,20.01,40,12.0,4.4,6000,23.8,NEAR OCEAN,500000.0
33.609,-119.2778,15.02,10,12.0,4.3,6000,61.4,<1H OCEAN,500000.0
37.0818,-121.9563,8.66,28,9.3,3.4,4341,0.4,INLAND,408976.0
34.758,-117.9831,6.77,11,8.1,3.2,2874,17.6,<1H OCEAN,273221.0
34.7326,-119.3128,5.89,35,6.9,2.6,3568,4.6,<1H OCEAN,299957.0
33.5664,-117.4075,5.69,15,7.0,2.5,2550,1.0,NEAR BAY,260652.0
34.6536,-118.948,4.7,8,6.4,2.5,1981,0.2,INLAND,220118.0
37.1452,-121.5716,4.71,20,5.7,2.3,2603,31.9,<1H OCEAN,189080.0
34.552,-119.9889,6.46,50,6.9,2.5,3607,6.5,<1H OCEAN,339599.0
37.5532,-119.063,10.97,21,11.1,4.0,5381,78.2,NEAR OCEAN,379105.0
37.5262,-122.3502,6.42,1,8.9,3.3,3247,8.8,INLAND,275468.0
33.439,-122.421,3.4299999999999997,29,4.1,1.6,1761,3.1,NEAR OCEAN,181073.0
33.6043,-121.8142,5.76,24,6.3,2.5,3013,22.5,<1H OCEAN,246619.0
37.0996,-121.1662,4.140000000000001,30,3.9,1.5,2316,39.2,INLAND,152505.0
34.7031,-120.2234,13.58,40,12.0,4.5,6000,25.4,<1H OCEAN,500000.0
32.7223,-119.9166,2.54,35,3.6,1.6,1952,20.5,NEAR OCEAN,102343.0
34.0967,-121.7685,6.73,33,6.3,2.3,3730,6.1,NEAR OCEAN,343723.0
35.7479,-118.931,3.96,20,5.1,2.1,2122,1.0,NEAR OCEAN,217819.0
36.7763,-119.3405,5.89,16,7.9,2.9,2949,3.4,NEAR OCEAN,304391.0
33.3803,-120.9393,6.68,9,7.1,2.5,3208,8.9,NEAR BAY,281323.0
33.2638,-122.4276,9.97,31,9.8,3.7,4665,46.9,INLAND,386438.0
37.4027,-122.0885,5.42,17,7.5,2.9,2752,19.2,<1H OCEAN,252704.0
36.5309,-120.424,6.58,31,7.3,2.6,3309,26.4,INLAND,292965.0
35.7079,-121.6839,12.07,48,10.7,3.9,5832,4.9,NEAR OCEAN,500000.0
36.6229,-120.5029,12.05,23,12.0,4.3,5432,17.3,NEAR BAY,500000.0
34.8872,-119.1706,17.45,6,12.0,4.5,6000,29.8,<1H OCEAN,500000.0
36.5681,-119.5996,4.27,30,5.3,1.9,2389,9.8,INLAND,209993.0
34.5962,-121.2748,17.6,7,12.0,4.4,6000,8.4,<1H OCEAN,500000.0
33.9449,-120.6777,5.72,48,5.5,1.9,3145,19.1,<1H OCEAN,274942.0
36.418,-119.2456,13.36,40,12.0,4.4,6000,12.3,NEAR BAY,500000.0
34.8403,-117.9375,9.76,42,9.5,3.5,4654,74.8,NEAR BAY,330993.0
37.705,-118.508,5.29,46,6.3,2.4,3253,8.3,<1H OCEAN,275634.0
34.4824,-119.567,15.77,11,12.0,4.5,6000,2.9,<1H OCEAN,500000.0
37.4008,-120.5798,12.64,34,11.8,4.1,5894,9.6,NEAR BAY,500000.0
37.4581,-120.5652,3.66,12,4.8,1.9,1970,4.0,NEAR OCEAN,193601.0
33.9335,-117.8391,5.49,52,5.6,2.3,3206,12.4,<1H OCEAN,281036.0
36.7709,-122.292,9.129999999999999,52,9.1,3.4,4434,2.0,<1H OCEAN,435832.0
34.9087,-117.2637,3.4,45,5.6,2.3,2271,44.9,<1H OCEAN,104610.0
37.3794,-118.9788,6.34,47,6.6,2.5,3284,29.5,<1H OCEAN,273175.0
34.9956,-118.89,10.97,27,10.1,3.7,5110,2.5,<1H OCEAN,500000.0
36.4959,-122.2986,6.34,12,8.7,3.4,3089,2.8,INLAND,297255.0
35.0815,-119.2907,7.4,13,8.1,3.1,3655,10.8,INLAND,335456.0
33.8618,-119.9307,2.55,8,3.4,1.6,1613,22.2,NEAR BAY,107184.0
33.7167,-121.9394,10.56,16,11.0,4.1,5259,3.7,INLAND,498597.0
34.8697,-121.027,8.2,29,8.8,3.3,3968,0.9,<1H OCEAN,406888.0
36.553,-117.7813,6.32,35,6.6,2.5,3351,11.8,<1H OCEAN,288989.0
35.7859,-119.5851,13.25,29,12.0,4.4,6000,17.6,NEAR OCEAN,500000.0
36.212,-120.3089,7.04,31,7.4,2.9,3581,4.2,<1H OCEAN,337697.0
34.1399,-122.1148,6.68,13,8.1,3.0,3492,20.2,INLAND,290726.0
35.1553,-118.7152,13.13,12,12.0,4.3,5987,45.1,<1H OCEAN,500000.0
32.9264,-118.7749,8.36,51,7.0,2.6,4820,2.2,NEAR BAY,409208.0
36.8694,-119.2456,4.02,2,6.7,2.5,1841,10.7,ISLAND,184515.0
37.7485,-119.7956,4.24,33,5.2,1.9,2217,0.9,<1H OCEAN,257131.0
34.7751,-120.2009,4.76,8,7.2,2.7,2260,3.5,<1H OCEAN,240654.0
32.7559,-119.3557,10.81,41,11.2,4.0,5268,1.4,NEAR OCEAN,497727.0
33.5659,-121.263,10.24,40,10.4,3.8,4795,7.8,<1H OCEAN,492029.0
36.0279,-117.5113,7.33,53,7.8,3.0,3535,25.8,INLAND,322186.0
35.8216,-119.3794,4.27,49,7.6,2.9,2513,12.9,INLAND,199314.0
36.7181,-120.8507,5.66,41,6.3,2.7,3247,3.8,<1H OCEAN,298918.0
33.9948,-120.1167,12.47,32,11.4,4.1,5627,0.6,NEAR BAY,500000.0
36.5945,-118.2299,6.24,38,6.5,2.5,3604,12.1,NEAR BAY,335316.0
36.2087,-121.6434,6.12,28,6.9,2.6,3002,2.1,INLAND,303906.0
34.3464,-120.948,4.93,15,5.9,2.3,2624,6.3,NEAR BAY,234617.0
35.482,-118.8986,10.98,23,11.6,4.2,5043,10.7,<1H OCEAN,500000.0
33.4511,-120.8279,4.6,24,6.3,2.4,2617,35.1,<1H OCEAN,176150.0
35.0081,-118.2997,9.55,13,10.2,3.8,4507,1.3,<1H OCEAN,438051.0
37.1941,-121.8086,5.3100000000000005,21,6.1,2.3,3151,16.6,INLAND,226359.0
34.8481,-118.4578,8.68,54,9.5,3.3,4649,0.2,NEAR OCEAN,432313.0
36.9818,-122.1377,7.67,12,8.8,3.4,3603,14.9,<1H OCEAN,354195.0
35.7103,-122.4333,6.52,13,7.2,2.8,3360,12.0,<1H OCEAN,317382.0
33.6786,-117.7394,5.75,39,6.8,2.5,3340,25.1,INLAND,265099.0
35.6636,-119.4189,8.059999999999999,23,9.1,3.4,4362,11.4,<1H OCEAN,382200.0
35.2805,-120.6353,7.63,50,8.3,3.2,4020,6.5,NEAR OCEAN,393103.0
34.7331,-121.2672,5.04,46,6.3,2.5,2959,4.2,<1H OCEAN,271558.0
33.3101,-119.2305,11.6,43,12.0,4.4,5832,1.3,<1H OCEAN,500000.0
34.8252,-119.8023,10.35,28,10.5,3.8,4520,11.5,NEAR OCEAN,475739.0
33.0711,-117.2445,4.3100000000000005,14,5.0,2.1,2323,32.9,<1H OCEAN,154001.0
33.2037,-117.289,4.54,17,4.6,1.8,2624,10.8,<1H OCEAN,232294.0
34.8212,-119.1344,2.83,24,4.4,1.7,2081,20.2,NEAR BAY,108671.0
34.2574,-120.1528,9.85,53,9.6,3.6,4528,5.3,ISLAND,466182.0
37.4203,-119.897,5.87,34,7.3,2.9,2920,8.9,INLAND,287679.0
34.6161,-118.8829,6.76,51,8.7,3.2,3215,5.9,<1H OCEAN,368015.0
36.5651,-121.9617,4.46,48,4.7,1.9,2938,1.7,INLAND,252663.0
35.4043,-120.7597,6.77,22,6.7,2.5,3468,8.1,<1H OCEAN,336695.0
36.2908,-122.1011,7.84,10,8.3,3.2,4019,21.7,<1H OCEAN,322138.0
34.0266,-122.1112,3.58,54,4.2,1.6,2477,7.5,INLAND,204632.0
37.5037,-121.4621,7.76,8,8.0,3.1,4132,15.8,INLAND,328092.0
35.4035,-119.9282,7.56,21,7.6,2.8,3545,21.3,<1H OCEAN,343324.0
36.9398,-118.3407,12.82,37,11.4,4.2,5924,5.8,NEAR BAY,500000.0
34.5617,-119.9269,7.99,7,9.1,3.2,3848,24.0,NEAR BAY,334763.0
33.2111,-120.722,4.25,26,5.5,2.1,2317,6.2,INLAND,182293.0
36.1359,-122.0635,4.41,13,7.0,2.7,2477,4.4,INLAND,203759.0
32.7396,-119.5834,7.52,16,8.3,3.0,3645,3.8,INLAND,338191.0
35.124,-121.0623,5.78,30,7.7,2.9,3078,3.3,INLAND,298928.0
33.6833,-119.2408,9.49,31,9.0,3.4,4580,20.0,INLAND,427966.0
35.8996,-117.3209,3.52,5,4.2,1.7,2099,32.8,INLAND,114847.0
37.695,-121.91,10.06,32,11.8,4.3,4775,3.9,NEAR BAY,483437.0
35.0685,-121.3757,7.4,16,7.4,2.9,3396,1.3,<1H OCEAN,346196.0
36.8692,-119.9926,12.98,47,11.6,4.4,6000,5.6,<1H OCEAN,500000.0
35.2897,-117.3663,6.43,9,6.2,2.4,3035,16.1,<1H OCEAN,283704.0
35.2288,-118.4094,4.33,22,7.0,2.5,2252,6.9,INLAND,247643.0
37.4452,-117.7394,4.140000000000001,44,5.1,1.9,2249,12.0,NEAR OCEAN,231203.0
37.2388,-120.7313,7.99,40,8.7,3.0,4282,20.5,<1H OCEAN,376758.0
36.7076,-117.2422,3.78,45,5.1,2.0,2594,7.9,NEAR OCEAN,202765.0
34.2109,-121.955,17.52,37,12.0,4.5,6000,121.4,<1H OCEAN,500000.0
35.4795,-122.2192,6.31,14,6.8,2.7,3164,5.3,<1H OCEAN,320023.0
33.8419,-117.9653,13.68,16,12.0,4.4,6000,57.4,<1H OCEAN,500000.0
34.964,-117.5855,3.1100000000000003,43,3.5,1.4,1985,3.4,<1H OCEAN,180575.0
35.1695,-122.0199,2.23,20,4.3,1.7,1210,1.8,<1H OCEAN,118463.0
36.9414,-121.8988,4.779999999999999,44,7.0,2.9,2701,20.8,<1H OCEAN,209350.0
37.2697,-122.3242,8.23,15,8.8,3.4,3900,18.2,NEAR OCEAN,363482.0
34.8146,-121.9461,7.19,44,8.8,3.3,3888,25.0,<1H OCEAN,281329.0
32.7903,-121.3901,5.109999999999999,26,5.0,1.8,3060,6.3,<1H OCEAN,251174.0
37.095,-117.3586,8.18,9,7.1,2.9,3926,40.1,NEAR BAY,316788.0
33.5888,-118.9603,6.04,1,7.0,2.6,3377,1.9,NEAR OCEAN,302065.0
35.8716,-118.3737,3.83,35,4.6,1.9,2405,0.5,<1H OCEAN,227320.0
32.8274,-118.3865,14.73,44,12.0,4.2,6000,5.4,NEAR OCEAN,500000.0
34.7375,-119.6641,2.18,20,3.5,1.4,1639,23.9,<1H OCEAN,93773.0
37.7284,-118.2733,7.69,45,8.3,2.9,4101,16.8,<1H OCEAN,360590.0
33.2135,-119.3422,6.97,6,7.6,2.7,3420,8.6,INLAND,312678.0
34.8608,-120.8329,7.06,42,7.7,2.8,3497,4.4,<1H OCEAN,335046.0
34.2665,-119.5261,11.11,10,10.5,3.9,5214,0.9,INLAND,500000.0
